QUA,QUA_val,BLU,RED,NIR,SWR,BLU_1,RED_1,NIR_1,SWR_1,BLU_2,RED_2,NIR_2,SWR_2,BLU_3,RED_3,NIR_3,SWR_3,BLU_4,RED_4,NIR_4,SWR_4,Satellite_Date,Location,Altitude
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-03,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-04,Malic,850
False,251.0000,0.1845,0.1995,0.3100,0.1880,0.1845,0.1965,0.3090,0.1815,0.1855,0.1985,0.3150,0.1915,0.1880,0.1955,0.3050,0.1890,0.1870,0.1995,0.3050,0.1865,2016-04-06,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-07,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-09,Malic,850
False,251.0000,0.1950,0.1785,0.2855,0.2495,0.2610,0.2440,0.3815,0.3170,0.2030,0.1915,0.3225,0.2675,0.0980,0.0800,0.2285,0.2035,0.1520,0.1510,0.2375,0.2125,2016-04-10,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-12,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-13,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-14,Malic,850
False,251.0000,0.0060,0.0290,0.2215,0.1635,0.0135,0.0365,0.2475,0.1930,0.0010,0.0430,0.2550,0.1695,0.0100,0.0355,0.2700,0.1350,0.0100,0.0385,0.2325,0.1570,2016-04-15,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-16,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-18,Malic,850
False,187.0000,0.5720,1.1070,0.9465,0.4490,0.5670,1.0795,0.9665,0.4730,0.5720,1.1180,0.9755,0.4705,0.5720,1.1110,0.9400,0.4100,0.5725,0.9645,0.9375,0.4290,2016-04-19,Malic,850
False,251.0000,0.3725,0.3535,0.4975,0.4370,0.2875,0.2720,0.4080,0.3985,0.3355,0.3515,0.5005,0.3920,0.4680,0.4760,0.6065,0.4370,0.4365,0.4200,0.5515,0.4770,2016-04-20,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-21,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-22,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-23,Malic,850
False,27.0000,1.0430,1.0990,1.1015,0.5745,1.0425,1.0990,1.0915,0.5825,1.0430,1.0990,1.0915,0.5755,1.0430,1.0990,1.0995,0.5655,1.0425,1.0990,1.0595,0.5745,2016-04-24,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-25,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-27,Malic,850
False,123.0000,1.0480,0.7720,0.8260,0.5460,1.0480,0.7960,0.8340,0.5605,1.0480,0.8595,0.8470,0.5525,1.0480,0.7750,0.8265,0.5380,1.0480,0.7690,0.8010,0.5385,2016-04-28,Malic,850
False,123.0000,0.3550,0.3530,0.5520,0.1775,0.2790,0.3190,0.5470,0.1960,0.9210,0.4880,0.6055,0.1475,0.2030,0.2625,0.5035,0.1825,0.2200,0.2785,0.5335,0.2145,2016-04-29,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-04-30,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-01,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-02,Malic,850
False,248.0000,0.0915,0.0960,0.3800,0.2030,0.1010,0.1165,0.4075,0.2055,0.0710,0.0940,0.3970,0.2020,0.0605,0.0700,0.3360,0.1970,0.0855,0.0660,0.3765,0.2055,2016-05-03,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-04,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-06,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-07,Malic,850
False,251.0000,0.0735,0.0805,0.4015,0.2205,0.0620,0.0910,0.4190,0.2090,0.0995,0.0810,0.4135,0.2210,0.0935,0.0780,0.3830,0.2270,0.0610,0.0720,0.4305,0.2145,2016-05-08,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-09,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-10,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-11,Malic,850
False,27.0000,1.0370,1.0955,1.1140,0.2395,1.0370,1.0955,1.1140,0.2410,1.0370,1.0955,1.1140,0.2400,1.0370,1.0955,1.1140,0.2395,1.0375,1.0955,1.1140,0.2400,2016-05-12,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-13,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-15,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-16,Malic,850
False,59.0000,1.0345,1.0920,0.8595,0.5470,1.0350,1.0715,0.8250,0.5585,1.0385,1.1180,0.8485,0.5350,1.0360,1.1305,0.8750,0.5150,1.0350,1.1155,0.8790,0.5575,2016-05-17,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-18,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-19,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-20,Malic,850
True,248.0000,0.0190,0.0240,0.3500,0.1720,0.0175,0.0185,0.3375,0.1655,0.0210,0.0280,0.3610,0.1730,0.0190,0.0225,0.3105,0.1730,0.0165,0.0200,0.3505,0.1640,2016-05-21,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-22,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-24,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-25,Malic,850
False,251.0000,0.1470,0.1325,0.3905,0.2155,0.1010,0.1070,0.3275,0.2020,0.0805,0.0490,0.3705,0.2005,0.1205,0.1735,0.4280,0.2260,0.1855,0.1550,0.3695,0.2310,2016-05-26,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-27,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-28,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-29,Malic,850
False,251.0000,0.1950,0.1890,0.4165,0.2960,0.2080,0.2060,0.4365,0.2755,0.1960,0.1915,0.4235,0.2960,0.1965,0.1880,0.4155,0.3260,0.1945,0.1965,0.4230,0.2975,2016-05-30,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-05-31,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-02,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-03,Malic,850
True,248.0000,0.0135,0.0240,0.4205,0.2145,0.0135,0.0240,0.4495,0.2100,0.0135,0.0230,0.4555,0.2130,0.0130,0.0235,0.3880,0.2125,0.0135,0.0230,0.4420,0.2160,2016-06-04,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-05,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-06,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-07,Malic,850
True,248.0000,0.0430,0.0450,0.3810,0.1695,0.0445,0.0440,0.4050,0.1660,0.0435,0.0450,0.4270,0.1700,0.0415,0.0445,0.3490,0.1690,0.0430,0.0440,0.3780,0.1710,2016-06-08,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-09,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-11,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-12,Malic,850
False,251.0000,0.3650,0.3480,0.4915,0.1720,0.3630,0.3475,0.4940,0.1735,0.3685,0.3505,0.4920,0.1735,0.3635,0.3450,0.4890,0.1710,0.3590,0.3445,0.4905,0.1705,2016-06-13,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-14,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-15,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-16,Malic,850
True,248.0000,0.0120,0.0160,0.3240,0.1500,0.0120,0.0185,0.3575,0.1440,0.0120,0.0205,0.3780,0.1515,0.0110,0.0145,0.3370,0.1545,0.0120,0.0135,0.3315,0.1525,2016-06-17,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-18,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-20,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-21,Malic,850
False,251.0000,0.3100,0.4235,0.5660,0.3345,0.3495,0.3060,0.5315,0.3920,0.4405,0.4750,0.6165,0.3595,0.1485,0.2090,0.4705,0.2520,0.1160,0.2465,0.4395,0.2700,2016-06-22,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-23,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-24,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-25,Malic,850
False,123.0000,1.0280,0.6260,0.7165,0.5320,0.9105,0.6015,0.6965,0.5310,1.0350,0.6300,0.7200,0.5325,1.0400,0.6385,0.7370,0.5235,0.9210,0.6185,0.7115,0.5315,2016-06-26,Malic,850
False,27.0000,1.0335,1.0955,1.0410,0.6370,1.0335,1.0955,0.9940,0.6385,1.0335,1.0955,1.0580,0.6410,1.0335,1.0955,1.0630,0.6235,1.0335,1.0955,1.0870,0.6320,2016-06-27,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-28,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-29,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-06-30,Malic,850
False,251.0000,0.0000,0.0220,0.4280,0.2045,0.0265,0.0400,0.4395,0.2030,0.0000,0.0275,0.4715,0.2035,0.0015,0.0185,0.3915,0.2000,0.0060,0.0185,0.4205,0.2040,2016-07-01,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-02,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-03,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-04,Malic,850
False,248.0000,0.0160,0.0195,0.3465,0.1565,0.0160,0.0205,0.3500,0.1505,0.0180,0.0290,0.3840,0.1575,0.0165,0.0175,0.3130,0.1545,0.0155,0.0160,0.3270,0.1535,2016-07-05,Malic,850
True,248.0000,0.0185,0.0475,0.4440,0.2210,0.0175,0.0455,0.4700,0.2200,0.0200,0.0495,0.4675,0.2205,0.0130,0.0395,0.4390,0.2255,0.0200,0.0455,0.4470,0.2220,2016-07-06,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-07,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-08,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-09,Malic,850
True,248.0000,0.0200,0.0255,0.3215,0.1905,0.0195,0.0300,0.3375,0.1930,0.0200,0.0380,0.3245,0.2070,0.0215,0.0210,0.3650,0.1950,0.0210,0.0185,0.3485,0.1790,2016-07-10,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-11,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-13,Malic,850
False,251.0000,0.4700,0.4485,0.5580,0.2030,0.4725,0.4365,0.5410,0.1935,0.4695,0.4395,0.5470,0.2025,0.4710,0.4480,0.5630,0.2135,0.4655,0.4500,0.5595,0.2020,2016-07-15,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-16,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-17,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-18,Malic,850
True,248.0000,0.0140,0.0205,0.3210,0.1835,0.0160,0.0185,0.3605,0.1880,0.0175,0.0235,0.3660,0.2110,0.0045,0.0175,0.3750,0.1885,0.0100,0.0150,0.2940,0.1625,2016-07-19,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-20,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-22,Malic,850
False,251.0000,0.2410,0.2615,0.4795,0.3505,0.2450,0.2570,0.4755,0.3635,0.2410,0.2690,0.4915,0.3615,0.2305,0.2570,0.4750,0.3410,0.2400,0.2525,0.4690,0.3385,2016-07-23,Malic,850
False,251.0000,0.1220,0.1700,0.4480,0.2885,0.1155,0.1545,0.4255,0.2905,0.0880,0.0965,0.4225,0.2705,0.1075,0.1330,0.4565,0.2895,0.2190,0.2745,0.4880,0.3160,2016-07-24,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-25,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-26,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-27,Malic,850
False,251.0000,0.0495,0.0415,0.3675,0.2245,0.0385,0.0345,0.3850,0.1925,0.0590,0.0465,0.3820,0.2415,0.1480,0.1165,0.3315,0.2795,0.0480,0.0380,0.3775,0.1875,2016-07-28,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-29,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-07-31,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-01,Malic,850
False,251.0000,0.2345,0.2345,0.4240,0.2110,0.2435,0.2445,0.4305,0.2115,0.2380,0.2350,0.4260,0.2140,0.2210,0.2275,0.4240,0.2140,0.2315,0.2325,0.4255,0.2085,2016-08-02,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-03,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-04,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-05,Malic,850
False,123.0000,0.6140,0.6765,0.7900,0.5470,1.1195,0.6735,0.7770,0.5490,0.5405,0.6760,0.7805,0.5420,0.5895,0.6565,0.7700,0.5115,0.5015,0.6670,0.7700,0.5395,2016-08-06,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-07,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-09,Malic,850
False,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2016-08-10,Malic,850
False,123.0000,1.0395,0.6665,0.7030,0.4520,1.0395,0.6815,0.7400,0.3930,1.0395,0.6730,0.7130,0.4480,1.0395,0.6485,0.6820,0.5160,1.0395,0.6440,0.6825,0.4480,2016-08-11,Malic,850
